age,job,marital,education,balance,housing,loan,month,campaign,deposit
38.0,entrepreneur,married,unknown,259,no,no,nov,1,no
32.0,management,single,tertiary,307,no,no,jan,1,no
41.0,management,married,tertiary,-29,no,no,jan,2,no
41.0,blue-collar,married,secondary,849,yes,yes,may,4,no
26.0,management,single,tertiary,47,yes,no,may,1,no
60.0,retired,married,tertiary,2194,yes,no,apr,3,no
51.0,services,married,unknown,3413,no,no,aug,6,no
24.0,services,single,secondary,1299,yes,yes,may,2,no
37.0,blue-collar,married,unknown,622,yes,no,may,1,no
44.0,technician,married,secondary,1901,no,no,aug,2,no
74.0,retired,divorced,primary,166,no,no,aug,1,no
50.0,technician,married,secondary,1717,no,no,jul,6,no
31.0,management,single,tertiary,-160,yes,no,may,2,no
31.0,admin.,married,secondary,89,no,no,may,3,no
25.0,management,single,tertiary,493,yes,no,jun,1,no
39.0,entrepreneur,married,tertiary,2644,yes,no,may,1,no
30.0,management,single,tertiary,596,no,no,jun,2,no
60.0,management,married,secondary,0,no,no,may,4,no
48.0,technician,married,secondary,606,yes,no,aug,4,no
30.0,entrepreneur,married,secondary,-346,yes,yes,jul,1,no
43.0,services,single,secondary,550,yes,no,may,2,no
44.0,technician,single,primary,237,yes,no,jul,1,no
29.0,blue-collar,single,secondary,415,no,yes,jan,1,no
46.0,unemployed,married,secondary,-125,yes,no,may,1,no
28.0,blue-collar,single,tertiary,1984,yes,no,may,2,no
34.0,entrepreneur,married,tertiary,121,yes,no,may,6,no
42.0,management,divorced,tertiary,266,no,yes,jan,1,no
59.0,retired,married,secondary,1723,no,no,jun,1,no
27.0,blue-collar,single,secondary,1049,no,no,jan,3,no
36.0,blue-collar,married,primary,21,no,no,nov,1,no
34.0,blue-collar,single,secondary,341,yes,no,may,1,no
30.0,management,married,tertiary,233,yes,no,may,6,no
50.0,technician,married,tertiary,247,no,no,may,1,no
50.0,technician,married,tertiary,3117,no,no,nov,2,no
45.0,entrepreneur,married,secondary,242,no,yes,feb,1,no
40.0,blue-collar,single,unknown,24,yes,no,may,1,no
49.0,management,married,tertiary,4087,no,no,nov,2,no
54.0,retired,married,secondary,1851,no,no,jun,3,no
31.0,blue-collar,single,secondary,573,yes,no,feb,1,no
35.0,self-employed,married,tertiary,1178,yes,yes,apr,2,no
34.0,blue-collar,married,tertiary,748,yes,yes,may,1,no
48.0,admin.,divorced,secondary,-407,yes,no,may,2,no
51.0,blue-collar,married,secondary,4087,no,no,aug,6,no
47.0,unemployed,single,tertiary,2500,no,no,jan,1,no
45.0,retired,single,secondary,86,no,no,nov,5,no
33.0,management,married,tertiary,968,no,yes,aug,6,no
33.0,services,single,secondary,192,no,no,jul,1,no
27.0,unemployed,single,primary,93,no,no,oct,1,no
47.0,technician,married,secondary,0,yes,no,may,1,no
54.0,self-employed,divorced,tertiary,0,yes,yes,jan,3,no
37.0,management,married,tertiary,-491,yes,no,feb,2,no
43.0,unknown,married,unknown,1517,no,no,jun,1,no
49.0,management,married,tertiary,0,yes,no,nov,1,no
43.0,unemployed,married,secondary,775,no,no,aug,1,no
27.0,admin.,single,secondary,276,yes,no,may,2,no
44.0,services,married,secondary,4087,yes,yes,may,1,no
37.0,management,divorced,tertiary,0,yes,no,may,6,no
50.0,services,married,secondary,901,yes,no,jun,6,no
50.0,entrepreneur,married,primary,431,yes,no,apr,5,no
52.0,services,married,primary,911,no,no,jun,2,no
26.0,admin.,single,secondary,96,no,no,may,1,no
35.0,technician,married,secondary,0,yes,yes,nov,1,no
47.0,services,divorced,secondary,-288,yes,no,may,6,no
55.0,services,divorced,primary,2923,yes,no,may,2,no
26.0,blue-collar,single,primary,16,no,yes,jul,2,no
37.0,self-employed,married,secondary,744,yes,yes,aug,3,no
56.0,blue-collar,married,primary,551,no,no,may,1,no
33.0,management,married,tertiary,322,yes,no,apr,3,no
36.0,blue-collar,married,secondary,199,yes,no,jul,1,no
32.0,management,single,tertiary,0,no,no,aug,2,no
30.0,technician,single,tertiary,0,no,no,aug,6,no
39.0,management,single,tertiary,633,no,no,nov,2,no
28.0,management,single,tertiary,203,no,no,jan,2,no
36.0,self-employed,single,tertiary,583,no,no,jan,1,no
39.0,admin.,single,secondary,2749,yes,no,nov,1,no
48.0,management,divorced,secondary,769,no,yes,jan,2,no
34.0,blue-collar,married,secondary,1924,yes,yes,apr,2,no
50.0,blue-collar,married,primary,1064,yes,no,aug,2,no
26.0,admin.,single,secondary,1099,no,no,jan,2,no
35.0,entrepreneur,married,secondary,2971,no,no,nov,2,no
44.0,blue-collar,married,primary,2657,yes,no,jun,2,no
47.0,management,married,secondary,21,yes,no,nov,2,no
62.0,management,married,tertiary,0,no,no,apr,3,no
55.0,management,single,tertiary,0,no,no,nov,3,no
26.0,management,single,tertiary,4087,no,no,sep,1,no
74.5,retired,married,secondary,433,no,no,sep,1,no
28.0,technician,single,tertiary,375,yes,no,may,1,no
41.0,services,married,secondary,2399,yes,no,may,2,no
25.0,technician,single,tertiary,148,no,no,jul,1,no
40.0,entrepreneur,divorced,tertiary,224,no,no,jun,1,no
35.0,blue-collar,married,primary,147,yes,no,may,1,no
65.0,retired,divorced,secondary,744,no,no,jul,1,no
40.0,self-employed,single,tertiary,-94,yes,no,jul,1,no
43.0,management,divorced,tertiary,9,yes,no,aug,5,no
29.0,management,single,tertiary,1218,no,no,jan,2,no
48.0,management,single,secondary,1106,no,yes,jul,1,no
35.0,blue-collar,married,secondary,0,yes,no,jul,1,no
30.0,technician,single,secondary,167,no,no,sep,1,no
32.0,management,single,tertiary,0,yes,no,apr,2,no
30.0,student,married,tertiary,324,no,no,aug,4,no
30.0,admin.,single,secondary,127,yes,no,may,6,no
24.0,admin.,married,secondary,230,yes,no,may,1,no
29.0,technician,married,secondary,344,yes,yes,may,2,no
44.0,management,married,tertiary,105,yes,no,may,2,no
42.0,blue-collar,married,secondary,634,yes,no,jul,2,no
45.0,housemaid,married,primary,317,yes,no,apr,2,no
57.0,housemaid,married,primary,2234,no,no,jun,5,no
36.0,blue-collar,married,primary,223,yes,no,jul,3,no
49.0,technician,married,primary,230,yes,no,may,1,no
30.0,technician,single,tertiary,0,no,no,sep,2,no
48.0,management,divorced,tertiary,313,no,no,may,1,no
32.0,services,married,secondary,289,yes,no,feb,1,no
35.0,technician,married,secondary,0,yes,no,apr,1,no
40.0,entrepreneur,married,primary,3676,yes,yes,may,1,no
32.0,housemaid,married,primary,-184,yes,no,feb,2,no
37.0,admin.,single,tertiary,3954,yes,no,aug,1,no
37.0,management,married,tertiary,2951,no,no,nov,3,no
43.0,management,married,tertiary,78,yes,no,nov,1,no
48.0,technician,married,secondary,1526,no,no,aug,2,no
36.0,technician,married,secondary,0,yes,no,jul,5,no
33.0,unemployed,single,secondary,233,yes,no,may,4,no
33.0,management,married,secondary,67,yes,yes,may,4,no
36.0,services,single,primary,38,no,no,jun,4,no
65.0,retired,married,tertiary,1948,no,no,feb,2,no
50.0,housemaid,married,primary,4087,no,no,nov,6,no
34.0,management,single,tertiary,612,no,no,apr,1,no
35.0,entrepreneur,married,secondary,4087,yes,no,may,3,no
32.0,management,single,tertiary,131,yes,no,aug,1,no
34.0,technician,single,secondary,4087,yes,yes,nov,2,no
34.0,blue-collar,married,secondary,-257,yes,no,may,1,no
33.0,blue-collar,married,primary,331,yes,no,may,3,no
45.0,blue-collar,married,secondary,105,yes,yes,may,1,no
35.0,blue-collar,married,secondary,1160,no,yes,nov,1,no
53.0,technician,married,secondary,4087,no,yes,feb,2,no
39.0,services,divorced,primary,471,yes,no,may,2,no
38.0,blue-collar,married,secondary,35,yes,no,may,2,no
35.0,management,single,tertiary,1750,yes,no,oct,1,no
52.0,blue-collar,married,secondary,4087,no,yes,jul,3,no
30.0,technician,single,secondary,728,yes,no,feb,1,no
37.0,self-employed,married,tertiary,0,no,no,jun,1,no
33.0,self-employed,married,tertiary,263,no,no,nov,4,no
52.0,management,married,tertiary,601,yes,no,may,2,no
29.0,admin.,married,secondary,4087,yes,yes,may,1,no
28.0,admin.,single,secondary,1076,yes,no,jun,5,no
37.0,blue-collar,married,secondary,-57,yes,yes,may,5,no
33.0,admin.,single,tertiary,2,no,no,jan,2,no
32.0,technician,married,tertiary,514,yes,no,may,2,no
25.0,blue-collar,single,secondary,-375,yes,no,jul,2,no
37.0,technician,married,secondary,28,no,no,aug,2,no
34.0,management,single,tertiary,404,yes,no,feb,6,no
40.0,unemployed,married,secondary,3430,yes,no,nov,3,no
40.0,management,married,secondary,99,no,no,feb,5,no
38.0,services,married,secondary,2669,yes,no,apr,2,no
39.0,management,single,tertiary,202,yes,no,may,1,no
37.0,management,single,unknown,715,yes,no,may,2,no
35.0,blue-collar,married,secondary,674,yes,no,may,2,no
33.0,management,single,tertiary,312,no,no,aug,1,no
38.0,management,married,tertiary,1463,yes,no,aug,4,no
37.0,management,married,tertiary,789,yes,yes,aug,1,no
29.0,unemployed,single,tertiary,7,no,no,may,1,no
42.0,services,married,primary,473,yes,no,jan,1,no
45.0,management,divorced,tertiary,3150,yes,no,nov,2,no
42.0,services,married,tertiary,4087,yes,no,nov,1,no
33.0,blue-collar,married,secondary,1541,yes,no,may,2,no
35.0,blue-collar,single,secondary,142,yes,no,may,2,no
30.0,technician,single,tertiary,3,yes,no,may,1,no
31.0,blue-collar,single,secondary,1207,yes,no,apr,2,no
45.0,technician,married,secondary,351,yes,no,aug,2,no
44.0,admin.,divorced,secondary,777,yes,no,may,3,no
31.0,services,married,primary,997,yes,no,feb,1,no
30.0,admin.,married,secondary,15,yes,no,may,1,no
54.0,management,married,tertiary,2819,no,no,aug,3,no
35.0,blue-collar,married,secondary,126,yes,no,apr,1,no
36.0,admin.,married,secondary,953,yes,no,feb,1,no
55.0,housemaid,married,primary,10,no,no,feb,3,no
45.0,management,married,tertiary,-577,yes,yes,jul,1,no
30.0,unemployed,single,tertiary,1159,no,no,aug,1,no
57.0,unemployed,married,secondary,1350,no,no,jun,1,no
59.0,housemaid,married,primary,88,yes,no,jul,5,no
47.0,blue-collar,married,primary,-245,yes,yes,jun,4,no
34.0,technician,single,secondary,161,no,yes,aug,2,no
46.0,unemployed,divorced,secondary,41,yes,no,may,4,no
56.0,services,divorced,secondary,450,no,no,jun,1,no
24.0,student,single,unknown,782,no,no,may,6,no
40.0,admin.,married,secondary,-666,yes,no,may,2,no
50.0,management,married,tertiary,-151,yes,no,nov,2,no
31.0,blue-collar,married,primary,55,yes,yes,apr,2,no
37.0,management,married,tertiary,-666,yes,no,nov,2,no
45.0,blue-collar,married,secondary,87,yes,no,may,1,no
45.0,management,married,primary,4087,no,no,apr,2,no
36.0,blue-collar,single,primary,2176,yes,no,may,2,no
57.0,management,married,tertiary,3431,yes,no,nov,2,no
39.0,management,married,tertiary,208,no,no,aug,4,no
47.0,services,married,secondary,0,yes,no,jul,1,no
44.0,services,divorced,secondary,240,yes,no,may,2,no
39.0,admin.,married,secondary,1388,yes,no,jul,5,no
40.0,services,married,secondary,4087,yes,no,jun,1,no
48.0,management,divorced,secondary,17,yes,no,nov,1,no
56.0,services,married,secondary,0,no,no,aug,4,no
50.0,blue-collar,single,primary,1743,yes,no,jun,5,no
29.0,services,single,secondary,1008,yes,no,may,6,no
33.0,technician,single,secondary,151,yes,no,apr,3,no
57.0,blue-collar,married,unknown,3196,no,no,aug,4,no
54.0,management,married,tertiary,1411,no,no,aug,2,no
64.0,retired,divorced,secondary,630,no,no,aug,1,no
61.0,retired,married,primary,0,yes,yes,aug,6,no
36.0,blue-collar,married,secondary,561,yes,no,jun,2,no
50.0,management,married,secondary,0,yes,no,may,4,no
30.0,technician,single,secondary,281,no,no,aug,2,no
40.0,technician,married,secondary,40,yes,no,nov,1,no
40.0,management,married,tertiary,0,no,no,jul,6,no
30.0,admin.,divorced,primary,1032,yes,no,may,5,no
55.0,management,divorced,tertiary,-207,no,no,feb,1,no
59.0,housemaid,married,primary,235,no,no,aug,2,no
37.0,admin.,married,tertiary,0,yes,no,nov,2,no
53.0,services,married,secondary,367,yes,yes,jan,1,no
56.0,management,married,tertiary,505,yes,yes,may,1,no
33.0,services,married,secondary,804,yes,yes,may,1,no
49.0,services,married,secondary,-301,yes,no,may,4,no
47.0,technician,married,tertiary,-813,yes,yes,jun,6,no
34.0,admin.,married,secondary,79,yes,no,may,1,no
33.0,blue-collar,married,primary,50,yes,no,may,2,no
31.0,blue-collar,single,secondary,1205,yes,no,apr,1,no
44.0,technician,single,secondary,365,yes,no,may,2,no
50.0,admin.,married,secondary,-1415,no,no,aug,2,no
39.0,admin.,single,secondary,223,no,no,feb,1,no
41.0,management,married,tertiary,1897,yes,no,may,3,no
33.0,management,married,tertiary,4087,yes,no,aug,1,no
40.0,housemaid,married,secondary,949,no,no,aug,1,no
42.0,services,married,secondary,1165,yes,no,may,6,no
37.0,management,divorced,secondary,1655,yes,no,may,1,no
56.0,blue-collar,married,unknown,260,yes,no,jul,2,no
49.0,blue-collar,divorced,primary,0,yes,no,jul,2,no
35.0,entrepreneur,single,tertiary,-880,no,yes,jul,3,no
41.0,management,divorced,tertiary,107,yes,no,jul,6,no
52.0,blue-collar,married,primary,1624,no,no,jun,3,no
33.0,technician,single,tertiary,1257,yes,no,jul,1,no
40.0,admin.,single,unknown,355,yes,no,apr,2,no
44.0,blue-collar,divorced,secondary,579,yes,no,may,2,no
39.0,blue-collar,married,secondary,1403,no,no,may,6,no
39.0,blue-collar,married,primary,-176,no,no,jul,1,no
28.0,management,single,secondary,-513,no,yes,jul,6,no
45.0,technician,single,secondary,586,no,yes,jul,3,no
63.0,retired,divorced,primary,1840,no,no,mar,3,no
6.5,technician,single,tertiary,720,no,no,aug,4,no
28.0,blue-collar,single,secondary,97,yes,no,may,1,no
36.0,management,single,tertiary,13,no,yes,nov,1,no
34.0,admin.,divorced,secondary,140,yes,no,may,2,no
45.0,blue-collar,married,secondary,521,yes,no,jun,3,no
30.0,blue-collar,married,secondary,364,yes,yes,feb,1,no
59.0,blue-collar,married,primary,416,no,no,jun,3,no
54.0,housemaid,married,primary,3304,no,yes,jul,6,no
47.0,unknown,married,unknown,1880,no,no,jun,2,no
41.0,admin.,single,tertiary,982,no,no,jul,1,no
35.0,technician,divorced,secondary,0,no,no,aug,4,no
38.0,services,married,secondary,173,yes,no,may,2,no
36.0,technician,married,tertiary,911,yes,yes,may,3,no
39.0,admin.,single,unknown,0,yes,no,may,1,no
48.0,management,divorced,unknown,549,yes,no,may,1,no
42.0,blue-collar,married,primary,704,yes,yes,jul,6,no
24.0,blue-collar,single,secondary,476,yes,no,jun,1,no
57.0,retired,married,secondary,3738,yes,no,apr,1,no
35.0,unknown,married,primary,634,no,no,jul,2,no
32.0,management,single,tertiary,1134,no,no,aug,4,no
26.0,blue-collar,single,secondary,-128,no,yes,jul,2,no
27.0,technician,married,secondary,4087,yes,no,may,6,no
47.0,entrepreneur,divorced,secondary,186,no,no,feb,2,no
32.0,blue-collar,single,primary,1918,yes,no,may,1,no
48.0,self-employed,single,unknown,0,no,no,jun,1,no
43.0,blue-collar,married,primary,250,yes,no,may,5,no
30.0,student,single,tertiary,31,yes,no,may,1,no
28.0,technician,single,secondary,631,no,no,apr,6,no
32.0,management,married,tertiary,62,yes,no,may,1,no
26.0,self-employed,married,tertiary,479,yes,no,feb,3,no
38.0,blue-collar,single,secondary,1121,no,no,jun,1,no
30.0,services,single,unknown,138,yes,no,apr,1,no
33.0,management,single,tertiary,0,yes,no,may,2,no
37.0,services,divorced,secondary,239,yes,no,may,2,no
47.0,management,married,tertiary,866,no,no,jun,6,no
36.0,technician,married,secondary,1466,yes,no,may,1,no
48.0,housemaid,married,secondary,3570,no,no,jun,2,no
47.0,technician,divorced,secondary,440,no,no,jan,1,no
34.0,entrepreneur,single,tertiary,714,yes,no,may,4,no
28.0,blue-collar,married,primary,674,yes,no,may,4,no
54.0,housemaid,married,primary,127,no,no,aug,4,no
33.0,management,married,secondary,588,yes,no,may,5,no
41.0,entrepreneur,divorced,tertiary,-413,yes,no,may,2,no
41.0,admin.,single,secondary,882,yes,yes,may,2,no
42.0,management,married,tertiary,877,yes,no,may,1,no
32.0,admin.,married,secondary,337,no,no,may,3,no
47.0,self-employed,married,tertiary,192,no,no,jul,6,no
36.0,technician,married,primary,3350,yes,no,apr,1,no
34.0,management,married,tertiary,99,no,yes,feb,2,no
36.0,management,married,tertiary,806,yes,no,feb,2,no
50.0,management,married,tertiary,4087,yes,no,jul,3,no
53.0,admin.,married,primary,228,yes,no,may,1,no
49.0,blue-collar,married,primary,-232,no,yes,aug,2,no
39.0,technician,single,secondary,556,yes,no,may,1,no
47.0,management,married,tertiary,761,yes,no,jul,2,no
57.0,retired,married,primary,207,yes,no,may,1,no
30.0,unemployed,married,secondary,221,no,no,aug,4,no
54.0,admin.,married,secondary,865,yes,no,nov,1,no
35.0,management,single,tertiary,0,no,no,aug,5,no
47.0,technician,divorced,secondary,1851,yes,no,may,2,no
38.0,entrepreneur,married,secondary,-272,no,yes,jun,2,no
40.0,admin.,married,secondary,367,yes,no,feb,1,no
51.0,blue-collar,married,primary,0,no,no,nov,1,no
51.0,blue-collar,married,primary,230,yes,no,may,1,no
57.0,housemaid,married,primary,0,no,no,aug,2,no
41.0,blue-collar,married,secondary,1954,no,no,nov,1,no
31.0,entrepreneur,single,secondary,379,yes,no,jul,2,no
59.0,retired,single,secondary,-341,no,yes,jul,3,no
26.0,services,single,primary,179,yes,yes,jul,4,no
41.0,technician,married,tertiary,13,no,no,jun,2,no
39.0,management,married,tertiary,839,no,yes,oct,2,no
25.0,blue-collar,single,secondary,192,no,no,jul,2,no
33.0,management,single,tertiary,576,no,no,may,1,no
35.0,management,single,tertiary,643,yes,no,may,1,no
49.0,management,married,tertiary,342,no,no,jan,2,no
31.0,blue-collar,married,secondary,1329,yes,yes,may,1,no
40.0,unemployed,married,secondary,219,yes,no,may,1,no
32.0,management,married,tertiary,141,yes,no,may,3,no
42.0,blue-collar,married,primary,402,no,no,may,6,no
33.0,technician,married,tertiary,4087,no,no,nov,1,no
48.0,admin.,married,secondary,1131,no,yes,may,1,no
28.0,student,single,secondary,1925,no,no,feb,1,no
43.0,blue-collar,single,primary,0,no,no,may,3,no
30.0,blue-collar,single,secondary,103,yes,no,apr,2,no
41.0,admin.,married,secondary,1395,yes,yes,may,1,no
55.0,management,married,primary,621,no,yes,feb,1,no
55.0,management,married,tertiary,1161,yes,no,nov,6,no
54.0,management,married,unknown,24,no,no,jul,6,no
55.0,retired,married,primary,2,no,no,jun,4,no
57.0,technician,married,secondary,295,no,no,aug,6,no
27.0,blue-collar,single,secondary,-208,yes,no,may,2,no
28.0,management,married,tertiary,258,no,yes,apr,1,no
51.0,management,divorced,tertiary,119,no,no,nov,1,no
27.0,management,single,secondary,967,yes,no,may,1,no
40.0,blue-collar,divorced,secondary,-90,yes,no,may,1,no
56.0,retired,married,secondary,0,no,no,jan,2,no
35.0,services,married,secondary,0,yes,no,jul,3,no
47.0,entrepreneur,divorced,secondary,392,yes,yes,nov,1,no
49.0,blue-collar,married,primary,23,yes,no,may,1,no
35.0,management,single,tertiary,2486,yes,no,may,1,no
50.0,admin.,divorced,secondary,81,no,yes,nov,1,no
55.0,housemaid,married,primary,1563,yes,no,nov,2,no
56.0,blue-collar,married,secondary,1602,yes,no,may,1,no
35.0,technician,single,secondary,2144,yes,no,may,2,no
42.0,blue-collar,married,secondary,273,no,no,jun,1,no
34.0,blue-collar,married,primary,455,yes,no,jun,3,no
40.0,services,single,secondary,1038,no,no,jun,1,no
33.0,services,married,secondary,-384,yes,no,jul,1,no
33.0,management,married,tertiary,307,no,no,may,4,no
59.0,retired,divorced,secondary,93,no,no,may,2,no
51.0,housemaid,divorced,primary,127,no,no,sep,1,no
47.0,services,married,secondary,-150,no,no,aug,4,no
48.0,management,married,tertiary,4087,yes,no,may,1,no
31.0,admin.,single,tertiary,-218,yes,no,jun,6,no
39.0,blue-collar,married,secondary,4087,yes,no,nov,2,no
52.0,admin.,married,secondary,484,yes,no,may,1,no
28.0,technician,single,tertiary,75,yes,yes,may,2,no
56.0,technician,divorced,secondary,1480,yes,yes,feb,1,no
47.0,services,married,secondary,1111,no,no,jun,4,no
74.5,retired,divorced,primary,639,no,no,apr,6,no
